,Scoring,Start,Start_Frame,Stop,Stop_Frame,Subject,Behaviour,Value,trial,Partner,Initiation,Termination,_event,_interaction_subject_id,_percentage_start,_percentage_stop,_scope,_scoring_id,_social,_subject_id,_type,_type_name,_value,_value_color,_variable_id
105,StealingParadigm_2022_11_30_VS_Ellie2,1123.682605,67421,,,Ellie2,line_crossing,transparent_line,2,,,,TRUE,,0.713797192,0.713797192,3,3271,0,1927,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
106,StealingParadigm_2022_11_30_VS_Ellie2,1124.582604,67475,1134.099265,68046,Ellie2,latency_first_choice,latency_to_2nd_choice,2,,,,FALSE,,0.714368899,0.72041417,3,3271,0,1927,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
107,StealingParadigm_2022_11_30_VS_Ellie2,1124.599271,67476,,,Ellie2,first_choice,transparent,2,,,,TRUE,,0.714379486,0.714379486,3,3271,0,1927,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
108,StealingParadigm_2022_11_30_VS_Ellie2,1160.765914,69646,1463.199051,87792,Ellie2,pause,pause,2,,,,FALSE,,0.737353632,0.929468313,3,3271,0,1927,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12178,#02d779,12176
109,StealingParadigm_2022_11_30_VS_Ellie2,1482.582372,88955,1522.932346,91376,Ellie2,trial,3,3,,,,FALSE,,0.941781184,0.967412709,3,3271,0,1927,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11902,#a0f379,11889
110,StealingParadigm_2022_11_30_VS_Ellie2,1504.215691,90253,1509.365688,90562,Ellie2,latency_first_choice,latency,3,,,,FALSE,,0.955523324,0.958794757,3,3271,0,1927,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
111,StealingParadigm_2022_11_30_VS_Ellie2,1507.182356,90431,,,Ellie2,line_crossing,transparent_line,3,,,,TRUE,,0.957407839,0.957407839,3,3271,0,1927,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
112,StealingParadigm_2022_11_30_VS_Ellie2,1509.365688,90562,,,Ellie2,first_choice,transparent,3,,,,TRUE,,0.958794757,0.958794757,3,3271,0,1927,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
113,StealingParadigm_2022_11_30_VS_Ellie2,1509.365688,90562,1522.932346,91376,Ellie2,latency_first_choice,latency_to_2nd_choice,3,,,,FALSE,,0.958794757,0.967412709,3,3271,0,1927,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
114,StealingParadigm_2022_11_30_VS_Ellie2,1510.215687,90613,1511.29902,90678,Ellie2,peeking,transparent_tunnel,3,,,,FALSE,,0.959334703,0.960022868,3,3271,0,1927,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12163,#02d779,12161
115,StealingParadigm_2022_11_30_VS_Ellie2,1541.049001,92463,1571.948981,94317,Ellie2,trial,4,4,,,,FALSE,,0.978920956,0.998549559,3,3271,0,1927,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
116,StealingParadigm_2022_11_30_VS_Ellie2,1561.348988,93681,1565.282318,93917,Ellie2,latency_first_choice,latency,4,,,,FALSE,,0.991816122,0.994314693,3,3271,0,1927,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
117,StealingParadigm_2022_11_30_VS_Ellie2,1564.465652,93868,,,Ellie2,line_crossing,transparent_line,4,,,,TRUE,,0.993795922,0.993795922,3,3271,0,1927,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
118,StealingParadigm_2022_11_30_VS_Ellie2,1565.282318,93917,1571.948981,94317,Ellie2,latency_first_choice,latency_to_2nd_choice,4,,,,FALSE,,0.994314693,0.998549559,3,3271,0,1927,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
119,StealingParadigm_2022_11_30_VS_Ellie2,1565.298985,93918,,,Ellie2,first_choice,transparent,4,,,,TRUE,,0.99432528,0.99432528,3,3271,0,1927,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
120,StealingParadigm_2022_12_01_VS_Django2,224.5998697,13476,246.399857,14784,Django2,pretest,pretest_1a,,,,,FALSE,,0.18956786,0.207967589,3,3272,0,1928,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
121,StealingParadigm_2022_12_01_VS_Django2,295.333162,17720,296.8998277,17814,Django2,pretest,pretest_2,,,,,FALSE,,0.249268512,0.250590817,3,3272,0,1928,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
122,StealingParadigm_2022_12_01_VS_Django2,329.4998088,19770,354.1331278,21248,Django2,pretest,pretest_1b,,,,,FALSE,,0.278106009,0.298897142,3,3272,0,1928,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
123,StealingParadigm_2022_12_01_VS_Django2,686.5996016,41196,721.1662482,43270,Django2,trial,1,1,,,,FALSE,,0.57950709,0.608682197,3,3272,0,1928,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
124,StealingParadigm_2022_12_01_VS_Django2,716.5495842,42993,718.649583,43119,Django2,latency_first_choice,latency,1,,,,FALSE,,0.604785618,0.606558069,3,3272,0,1928,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
125,StealingParadigm_2022_12_01_VS_Django2,718.3829165,43103,,,Django2,line_crossing,opaque_line,1,,,,TRUE,,0.606332996,0.606332996,3,3272,0,1928,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
126,StealingParadigm_2022_12_01_VS_Django2,718.649583,43119,,,Django2,first_choice,opaque,1,,,,TRUE,,0.606558069,0.606558069,3,3272,0,1928,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
127,StealingParadigm_2022_12_01_VS_Django2,718.649583,43119,721.1662482,43270,Django2,latency_first_choice,latency_to_2nd_choice,1,,,,FALSE,,0.606558069,0.608682197,3,3272,0,1928,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
128,StealingParadigm_2022_12_01_VS_Django2,744.449568,44667,774.4662173,46468,Django2,trial,2,2,,,,FALSE,,0.628333896,0.653668692,3,3272,0,1928,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11901,#797cf3,11889
129,StealingParadigm_2022_12_01_VS_Django2,765.9328889,45956,767.8495544,46071,Django2,latency_first_choice,latency,2,,,,FALSE,,0.646466352,0.648084065,3,3272,0,1928,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
130,StealingParadigm_2022_12_01_VS_Django2,767.4495547,46047,,,Django2,line_crossing,opaque_line,2,,,,TRUE,,0.647746455,0.647746455,3,3272,0,1928,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
131,StealingParadigm_2022_12_01_VS_Django2,767.8495544,46071,,,Django2,first_choice,opaque,2,,,,TRUE,,0.648084065,0.648084065,3,3272,0,1928,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
132,StealingParadigm_2022_12_01_VS_Django2,767.8495544,46071,774.4662173,46468,Django2,latency_first_choice,latency_to_2nd_choice,2,,,,FALSE,,0.648084065,0.653668692,3,3272,0,1928,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
133,StealingParadigm_2022_12_01_VS_Django2,800.8995353,48054,904.4661418,54268,Django2,pause,pause,2,,,,FALSE,,0.675979068,0.763391852,3,3272,0,1928,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12178,#02d779,12176
134,StealingParadigm_2022_12_01_VS_Django2,930.7494599,55845,954.4661128,57268,Django2,trial,3,3,,,,FALSE,,0.785575625,0.805593068,3,3272,0,1928,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11902,#a0f379,11889
135,StealingParadigm_2022_12_01_VS_Django2,950.0327821,57002,952.1827808,57131,Django2,latency_first_choice,latency,3,,,,FALSE,,0.801851227,0.803665879,3,3272,0,1928,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
136,StealingParadigm_2022_12_01_VS_Django2,951.7994477,57108,,,Django2,line_crossing,opaque_line,3,,,,TRUE,,0.803342336,0.803342336,3,3272,0,1928,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
137,StealingParadigm_2022_12_01_VS_Django2,952.1827808,57131,,,Django2,first_choice,opaque,3,,,,TRUE,,0.803665879,0.803665879,3,3272,0,1928,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
138,StealingParadigm_2022_12_01_VS_Django2,952.1827808,57131,954.4661128,57268,Django2,latency_first_choice,latency_to_2nd_choice,3,,,,FALSE,,0.803665879,0.805593068,3,3272,0,1928,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
139,StealingParadigm_2022_12_01_VS_Django2,955.1494458,57309,956.2661118,57376,Django2,peeking,transparent_tunnel,3,,,,FALSE,,0.806169818,0.807112312,3,3272,0,1928,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12163,#02d779,12161
140,StealingParadigm_2022_12_01_VS_Django2,972.5161023,58351,1015.599411,60936,Django2,trial,4,4,,,,FALSE,,0.820827707,0.857191087,3,3272,0,1928,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
141,StealingParadigm_2022_12_01_VS_Django2,990.5660919,59434,1012.749412,60765,Django2,latency_first_choice,latency,4,,,,FALSE,,0.836062345,0.854785618,3,3272,0,1928,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
142,StealingParadigm_2022_12_01_VS_Django2,1012.232746,60734,,,Django2,line_crossing,opaque_line,4,,,,TRUE,,0.854349539,0.854349539,3,3272,0,1928,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
143,StealingParadigm_2022_12_01_VS_Django2,1012.749412,60765,,,Django2,first_choice,opaque,4,,,,TRUE,,0.854785618,0.854785618,3,3272,0,1928,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
144,StealingParadigm_2022_12_01_VS_Django2,1012.749412,60765,1015.599411,60936,Django2,latency_first_choice,latency_to_2nd_choice,4,,,,FALSE,,0.854785618,0.857191087,3,3272,0,1928,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
145,StealingParadigm_2022_12_07_VS_Nele4,126.1332529,7568,148.1499055,8889,Nele4,pretest,pretest_1a,,,,,FALSE,,0.116968826,0.137385821,3,3276,0,1932,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
146,StealingParadigm_2022_12_07_VS_Nele4,175.699888,10542,190.9165449,11455,Nele4,pretest,pretest_2,,,,,FALSE,,0.162934112,0.177045177,3,3276,0,1932,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
147,StealingParadigm_2022_12_07_VS_Nele4,233.1831847,13991,253.3498385,15201,Nele4,pretest,pretest_1b,,,,,FALSE,,0.216240862,0.234942273,3,3276,0,1932,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
148,StealingParadigm_2022_12_07_VS_Nele4,428.4830602,25709,543.9829865,32639,Nele4,trial,1,1,,,,FALSE,,0.397350891,0.504458973,3,3276,0,1932,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
149,StealingParadigm_2022_12_07_VS_Nele4,453.9997106,27240,531.2496613,31875,Nele4,latency_first_choice,latency,1,,,,FALSE,,0.421013586,0.492650809,3,3276,0,1932,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
150,StealingParadigm_2022_12_07_VS_Nele4,530.3829952,31823,,,Nele4,line_crossing,opaque_line,1,,,,TRUE,,0.491847112,0.491847112,3,3276,0,1932,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
151,StealingParadigm_2022_12_07_VS_Nele4,531.2496613,31875,,,Nele4,first_choice,opaque,1,,,,TRUE,,0.492650809,0.492650809,3,3276,0,1932,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
152,StealingParadigm_2022_12_07_VS_Nele4,531.2496613,31875,543.9829865,32639,Nele4,latency_first_choice,latency_to_2nd_choice,1,,,,FALSE,,0.492650809,0.504458973,3,3276,0,1932,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
153,StealingParadigm_2022_12_07_VS_Nele4,562.8496412,33771,596.6496196,35799,Nele4,trial,2,2,,,,FALSE,,0.521954838,0.553299022,3,3276,0,1932,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11901,#797cf3,11889
154,StealingParadigm_2022_12_07_VS_Nele4,582.0662956,34924,590.5496235,35433,Nele4,latency_first_choice,latency,2,,,,FALSE,,0.539775274,0.547642231,3,3276,0,1932,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
155,StealingParadigm_2022_12_07_VS_Nele4,589.7662907,35386,,,Nele4,line_crossing,transparent_line,2,,,,TRUE,,0.546915813,0.546915813,3,3276,0,1932,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
156,StealingParadigm_2022_12_07_VS_Nele4,590.5496235,35433,,,Nele4,first_choice,transparent,2,,,,TRUE,,0.547642231,0.547642231,3,3276,0,1932,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
157,StealingParadigm_2022_12_07_VS_Nele4,590.5496235,35433,596.6496196,35799,Nele4,latency_first_choice,latency_to_2nd_choice,2,,,,FALSE,,0.547642231,0.553299022,3,3276,0,1932,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
158,StealingParadigm_2022_12_07_VS_Nele4,617.9829393,37079,805.0161534,48301,Nele4,pause,pause,2,,,,FALSE,,0.573082333,0.746526329,3,3276,0,1932,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12178,#02d779,12176
159,StealingParadigm_2022_12_07_VS_Nele4,820.399477,49224,929.0160744,55741,Nele4,trial,3,3,,,,FALSE,,0.760791951,0.861516824,3,3276,0,1932,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11902,#a0f379,11889
160,StealingParadigm_2022_12_07_VS_Nele4,842.832796,50570,923.3327447,55400,Nele4,latency_first_choice,latency,3,,,,FALSE,,0.781595339,0.856246426,3,3276,0,1932,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
161,StealingParadigm_2022_12_07_VS_Nele4,921.766079,55306,,,Nele4,line_crossing,transparent_line,3,,,,TRUE,,0.854793589,0.854793589,3,3276,0,1932,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
162,StealingParadigm_2022_12_07_VS_Nele4,923.3327447,55400,,,Nele4,first_choice,transparent,3,,,,TRUE,,0.856246426,0.856246426,3,3276,0,1932,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
163,StealingParadigm_2022_12_07_VS_Nele4,923.3327447,55400,929.0160744,55741,Nele4,latency_first_choice,latency_to_2nd_choice,3,,,,FALSE,,0.856246426,0.861516824,3,3276,0,1932,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
164,StealingParadigm_2022_12_07_VS_Nele4,946.9993962,56820,1043.532668,62612,Nele4,trial,4,4,,,,FALSE,,0.878193536,0.967713018,3,3276,0,1932,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
165,StealingParadigm_2022_12_07_VS_Nele4,966.2827173,57977,1038.182671,62291,Nele4,latency_first_choice,latency,4,,,,FALSE,,0.896075795,0.962751735,3,3276,0,1932,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
166,StealingParadigm_2022_12_07_VS_Nele4,1037.449339,62247,,,Nele4,line_crossing,transparent_line,4,,,,TRUE,,0.962071684,0.962071684,3,3276,0,1932,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
167,StealingParadigm_2022_12_07_VS_Nele4,1038.182671,62291,,,Nele4,first_choice,transparent,4,,,,TRUE,,0.962751735,0.962751735,3,3276,0,1932,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
168,StealingParadigm_2022_12_07_VS_Nele4,1038.182671,62291,1043.532668,62612,Nele4,latency_first_choice,latency_to_2nd_choice,4,,,,FALSE,,0.962751735,0.967713018,3,3276,0,1932,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
169,StealingParadigm_2022_12_05_VS_Balou4,304.4333333,18266,323.6333333,19418,Balou4,pretest,pretest_1a,,,,,FALSE,,0.174465362,0.185468543,3,3331,0,1933,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
170,StealingParadigm_2022_12_05_VS_Balou4,581.9166667,34915,586.3666667,35182,Balou4,pretest,pretest_2,,,,,FALSE,,0.333486155,0.336036372,3,3331,0,1933,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
171,StealingParadigm_2022_12_05_VS_Balou4,630.6666667,37840,649.15,38949,Balou4,pretest,pretest_1b,,,,,FALSE,,0.361423919,0.37201639,3,3331,0,1933,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
172,StealingParadigm_2022_12_05_VS_Balou4,1154.283333,69257,1212.933333,72776,Balou4,trial,1,1,,,,FALSE,,0.661499374,0.695110653,3,3331,0,1933,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
173,StealingParadigm_2022_12_05_VS_Balou4,1173.116667,70387,1206.633333,72398,Balou4,latency_first_choice,latency,1,,,,FALSE,,0.672292425,0.691500234,3,3331,0,1933,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
174,StealingParadigm_2022_12_05_VS_Balou4,1206.3,72378,,,Balou4,line_crossing,opaque_line,1,,,,TRUE,,0.691309207,0.691309207,3,3331,0,1933,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
175,StealingParadigm_2022_12_05_VS_Balou4,1206.633333,72398,,,Balou4,first_choice,opaque,1,,,,TRUE,,0.691500234,0.691500234,3,3331,0,1933,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
176,StealingParadigm_2022_12_05_VS_Balou4,1206.633333,72398,1212.933333,72776,Balou4,latency_first_choice,latency_to_2nd_choice,1,,,,FALSE,,0.691500234,0.695110653,3,3331,0,1933,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
177,StealingParadigm_2022_12_05_VS_Balou4,1236.7,74202,1373.8,82428,Balou4,trial,2,2,,,,FALSE,,0.708730909,0.787300496,3,3331,0,1933,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11901,#797cf3,11889
178,StealingParadigm_2022_12_05_VS_Balou4,1252.5,75150,1355.366667,81322,Balou4,latency_first_choice,latency,2,,,,FALSE,,0.71778561,0.776736678,3,3331,0,1933,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
179,StealingParadigm_2022_12_05_VS_Balou4,1350.566667,81034,,,Balou4,line_crossing,transparent_line,2,,,,TRUE,,0.773985883,0.773985883,3,3331,0,1933,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
180,StealingParadigm_2022_12_05_VS_Balou4,1355.433333,81326,,,Balou4,first_choice,transparent,2,,,,TRUE,,0.776774884,0.776774884,3,3331,0,1933,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
181,StealingParadigm_2022_12_05_VS_Balou4,1399.816667,83989,1623.616667,97417,Balou4,pause,pause,2,,,,FALSE,,0.802210187,0.930466011,3,3331,0,1933,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12178,#02d779,12176
182,StealingParadigm_2022_12_05_VS_Balou4,1656.7,99402,1689.366667,101362,Balou4,trial,3,3,,,,FALSE,,0.949425485,0.968146174,3,3331,0,1933,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11902,#a0f379,11889
183,StealingParadigm_2022_12_05_VS_Balou4,1682.666667,100960,1685.75,101145,Balou4,latency_first_choice,latency,3,,,,FALSE,,0.964306523,0.966073526,3,3331,0,1933,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
184,StealingParadigm_2022_12_05_VS_Balou4,1684.75,101085,,,Balou4,line_crossing,opaque_line,3,,,,TRUE,,0.965500444,0.965500444,3,3331,0,1933,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
185,StealingParadigm_2022_12_05_VS_Balou4,1685.75,101145,,,Balou4,first_choice,opaque,3,,,,TRUE,,0.966073526,0.966073526,3,3331,0,1933,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
186,StealingParadigm_2022_12_05_VS_Balou4,1685.75,101145,1689.366667,101362,Balou4,latency_first_choice,latency_to_2nd_choice,3,,,,FALSE,,0.966073526,0.968146174,3,3331,0,1933,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
187,StealingParadigm_2022_12_05_VS_Balou4,1716.083333,102965,1743.3,104598,Balou4,trial,4,4,,,,FALSE,,0.983457024,0.999054414,3,3331,0,1933,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
188,StealingParadigm_2022_12_05_VS_Balou4,1738.4,104304,1741.733333,104504,Balou4,latency_first_choice,latency,4,,,,FALSE,,0.996246311,0.998156585,3,3331,0,1933,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
189,StealingParadigm_2022_12_05_VS_Balou4,1740.883333,104453,,,Balou4,line_crossing,transparent_line,4,,,,TRUE,,0.997669465,0.997669465,3,3331,0,1933,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
190,StealingParadigm_2022_12_05_VS_Balou4,1741.733333,104504,,,Balou4,first_choice,transparent,4,,,,TRUE,,0.998156585,0.998156585,3,3331,0,1933,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
191,StealingParadigm_2022_12_07_VS_Zira,276.9666667,16618,293.5166667,17611,Zira,pretest,pretest_1a,,,,,FALSE,,0.171934653,0.182208519,3,3343,0,1935,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
192,StealingParadigm_2022_12_07_VS_Zira,556.9666667,33418,574.6833333,34481,Zira,pretest,pretest_2,,,,,FALSE,,0.345752331,0.356750437,3,3343,0,1935,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
193,StealingParadigm_2022_12_07_VS_Zira,721.45,43287,740.5,44430,Zira,pretest,pretest_1b,,,,,FALSE,,0.44785987,0.45968568,3,3343,0,1935,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
194,StealingParadigm_2022_12_07_VS_Zira,1056.066667,63364,1093.983333,65639,Zira,trial,1,1,,,,FALSE,,0.655582341,0.679120151,3,3343,0,1935,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
195,StealingParadigm_2022_12_07_VS_Zira,1080.3,64818,1083.583333,65015,Zira,latency_first_choice,latency,1,,,,FALSE,,0.670625847,0.672664066,3,3343,0,1935,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
196,StealingParadigm_2022_12_07_VS_Zira,1082.533333,64952,,,Zira,line_crossing,opaque_line,1,,,,TRUE,,0.67201225,0.67201225,3,3343,0,1935,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
197,StealingParadigm_2022_12_07_VS_Zira,1083.583333,65015,,,Zira,first_choice,opaque,1,,,,TRUE,,0.672664066,0.672664066,3,3343,0,1935,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
198,StealingParadigm_2022_12_07_VS_Zira,1083.583333,65015,1093.983333,65639,Zira,latency_first_choice,latency_to_2nd_choice,1,,,,FALSE,,0.672664066,0.679120151,3,3343,0,1935,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
199,StealingParadigm_2022_12_07_VS_Zira,1122.566667,67354,1156.566667,69394,Zira,trial,2,2,,,,FALSE,,0.696864039,0.717970472,3,3343,0,1935,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11901,#797cf3,11889
200,StealingParadigm_2022_12_07_VS_Zira,1142.266667,68536,1145.433333,68726,Zira,latency_first_choice,latency,2,,,,FALSE,,0.709093355,0.71105915,3,3343,0,1935,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
201,StealingParadigm_2022_12_07_VS_Zira,1144.733333,68684,,,Zira,line_crossing,transparent_line,2,,,,TRUE,,0.710624606,0.710624606,3,3343,0,1935,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
